index,单价,小区名字,建筑面积,总价,户型,朝向,楼层,装修
11,17533元/平米,佳兆业君汇上品,128.9平米,226万,3室2厅2卫,西南,高层,精装修
12,14872元/平米,心怡紫晶城,134.48平米,200万,3室2厅2卫,南,低层,精装修
13,18017元/平米,麓山国际麓镇帕萨迪纳,121平米,218万,3室2厅2卫,东,中层,精装修
14,24198元/平米,麓山国际圣安德鲁,343平米,830万,5室3厅4卫,东,高层,豪华装修
15,41009元/平米,麓山国际黑鹰庄园,634平米,2600万,6室3厅6卫,东,高层,精装修
16,26578元/平米,麓山国际翠云岭,301平米,800万,5室3厅4卫,东,高层,毛坯
17,20468元/平米,麓山国际圣安德鲁,342平米,700万,4室3厅4卫,东,高层,毛坯
18,30222元/平米,麓山国际逸翠谷,225平米,680万,4室3厅4卫,东,高层,精装修
19,32164元/平米,麓山国际圣安德鲁,342平米,1100万,5室4厅5卫,南,高层,毛坯
20,26247元/平米,麓山国际圣安德鲁,381平米,1000万,5室4厅5卫,东,高层,豪华装修
21,38877元/平米,麓山国际碧影溪,463平米,1800万,5室4厅5卫,南,高层,精装修
22,36923元/平米,麓山国际长岛,455平米,1680万,6室5厅6卫,东,高层,毛坯
23,15957元/平米,三利宅院白云渡,263.2平米,420万,4室3厅4卫,南,低层,精装修
24,14460元/平米,三利宅院白云渡,275.25平米,398万,4室3厅1卫,南,低层,毛坯
25,34642元/平米,麓山国际橡树坡,433平米,1500万,6室4厅5卫,东,高层,简装修
26,17006元/平米,南湖国际社区,83.5平米,142万,2室2厅1卫,东,高层,精装修
27,16239元/平米,南湖国际社区,117平米,190万,3室2厅2卫,东,低层,毛坯
28,74561元/平米,麓湖生态城云树,1140平米,8500万,7室5厅8卫,南北,中层,毛坯
29,17179元/平米,蜀郡一期,156平米,268万,4室2厅2卫,南北,高层,精装修
0,21238元/平米,麓山国际社区茵特拉肯,150.67平米,320万,4室3厅2卫,东南,中层,毛坯
1,10802元/平米,金南园,162平米,175万,4室2厅2卫,南北,高层,精装修
2,13812元/平米,麓山国际圣芭芭拉,362平米,500万,5室3厅4卫,南,低层,简装修
3,15616元/平米,心怡紫晶城,134.48平米,210万,3室2厅2卫,南,低层,精装修
4,15500元/平米,万锦城,100平米,155万,3室3厅2卫,南,中层,毛坯
7,14824元/平米,鑫苑鑫都汇,85平米,126万,3室2厅1卫,南,中层,毛坯
8,17533元/平米,佳兆业君汇上品,128.9平米,226万,3室2厅2卫,西南,高层,精装修
9,14872元/平米,心怡紫晶城,134.48平米,200万,3室2厅2卫,南,低层,精装修
10,18017元/平米,麓山国际麓镇帕萨迪纳,121平米,218万,3室2厅2卫,东,中层,精装修
11,24198元/平米,麓山国际圣安德鲁,343平米,830万,5室3厅4卫,东,高层,豪华装修
12,41009元/平米,麓山国际黑鹰庄园,634平米,2600万,6室3厅6卫,东,高层,精装修
13,26578元/平米,麓山国际翠云岭,301平米,800万,5室3厅4卫,东,高层,毛坯
14,20468元/平米,麓山国际圣安德鲁,342平米,700万,4室3厅4卫,东,高层,毛坯
15,30222元/平米,麓山国际逸翠谷,225平米,680万,4室3厅4卫,东,高层,精装修
16,32164元/平米,麓山国际圣安德鲁,342平米,1100万,5室4厅5卫,南,高层,毛坯
17,26247元/平米,麓山国际圣安德鲁,381平米,1000万,5室4厅5卫,东,高层,豪华装修
18,38877元/平米,麓山国际碧影溪,463平米,1800万,5室4厅5卫,南,高层,精装修
19,36923元/平米,麓山国际长岛,455平米,1680万,6室5厅6卫,东,高层,毛坯
20,15957元/平米,三利宅院白云渡,263.2平米,420万,4室3厅4卫,南,低层,精装修
21,14460元/平米,三利宅院白云渡,275.25平米,398万,4室3厅1卫,南,低层,毛坯
22,34642元/平米,麓山国际橡树坡,433平米,1500万,6室4厅5卫,东,高层,简装修
23,17006元/平米,南湖国际社区,83.5平米,142万,2室2厅1卫,东,高层,精装修
24,16239元/平米,南湖国际社区,117平米,190万,3室2厅2卫,东,低层,毛坯
25,74561元/平米,麓湖生态城云树,1140平米,8500万,7室5厅8卫,南北,中层,毛坯
26,17179元/平米,蜀郡一期,156平米,268万,4室2厅2卫,南北,高层,精装修
27,11417元/平米,和泓半山,254平米,290万,4室3厅4卫,南,低层,毛坯
28,16154元/平米,佳兆业君汇上品,130平米,210万,3室2厅2卫,南北,低层,毛坯
29,15099元/平米,南湖国际社区,177.5平米,268万,4室2厅3卫,西南,高层,简装修
1,14824元/平米,鑫苑鑫都汇,85平米,126万,3室2厅1卫,南,中层,毛坯
2,17533元/平米,佳兆业君汇上品,128.9平米,226万,3室2厅2卫,西南,高层,精装修
3,14872元/平米,心怡紫晶城,134.48平米,200万,3室2厅2卫,南,低层,精装修
4,18017元/平米,麓山国际麓镇帕萨迪纳,121平米,218万,3室2厅2卫,东,中层,精装修
5,24198元/平米,麓山国际圣安德鲁,343平米,830万,5室3厅4卫,东,高层,豪华装修
6,41009元/平米,麓山国际黑鹰庄园,634平米,2600万,6室3厅6卫,东,高层,精装修
7,26578元/平米,麓山国际翠云岭,301平米,800万,5室3厅4卫,东,高层,毛坯
8,20468元/平米,麓山国际圣安德鲁,342平米,700万,4室3厅4卫,东,高层,毛坯
9,30222元/平米,麓山国际逸翠谷,225平米,680万,4室3厅4卫,东,高层,精装修
10,32164元/平米,麓山国际圣安德鲁,342平米,1100万,5室4厅5卫,南,高层,毛坯
11,26247元/平米,麓山国际圣安德鲁,381平米,1000万,5室4厅5卫,东,高层,豪华装修
12,38877元/平米,麓山国际碧影溪,463平米,1800万,5室4厅5卫,南,高层,精装修
13,36923元/平米,麓山国际长岛,455平米,1680万,6室5厅6卫,东,高层,毛坯
14,15957元/平米,三利宅院白云渡,263.2平米,420万,4室3厅4卫,南,低层,精装修
15,14460元/平米,三利宅院白云渡,275.25平米,398万,4室3厅1卫,南,低层,毛坯
16,34642元/平米,麓山国际橡树坡,433平米,1500万,6室4厅5卫,东,高层,简装修
17,17006元/平米,南湖国际社区,83.5平米,142万,2室2厅1卫,东,高层,精装修
18,16239元/平米,南湖国际社区,117平米,190万,3室2厅2卫,东,低层,毛坯
19,74561元/平米,麓湖生态城云树,1140平米,8500万,7室5厅8卫,南北,中层,毛坯
20,17179元/平米,蜀郡一期,156平米,268万,4室2厅2卫,南北,高层,精装修
21,11417元/平米,和泓半山,254平米,290万,4室3厅4卫,南,低层,毛坯
22,16154元/平米,佳兆业君汇上品,130平米,210万,3室2厅2卫,南北,低层,毛坯
23,15099元/平米,南湖国际社区,177.5平米,268万,4室2厅3卫,西南,高层,简装修
24,13974元/平米,南湖国际社区二期,156平米,218万,4室2厅3卫,南,低层,毛坯
25,12069元/平米,合能枫丹铂麓,58平米,70万,4室2厅2卫,南北,中层,精装修
27,18667元/平米,恒大名都,75平米,140万,2室2厅1卫,南,中层,简装修
28,15377元/平米,南湖国际社区二期,134.62平米,207万,3室2厅2卫,东,中层,毛坯
29,16154元/平米,佳兆业君汇上品,130平米,210万,3室2厅2卫,东,低层,毛坯
0,18017元/平米,麓山国际麓镇帕萨迪纳,121平米,218万,3室2厅2卫,东,中层,精装修
1,24198元/平米,麓山国际圣安德鲁,343平米,830万,5室3厅4卫,东,高层,豪华装修
2,41009元/平米,麓山国际黑鹰庄园,634平米,2600万,6室3厅6卫,东,高层,精装修
3,26578元/平米,麓山国际翠云岭,301平米,800万,5室3厅4卫,东,高层,毛坯
4,20468元/平米,麓山国际圣安德鲁,342平米,700万,4室3厅4卫,东,高层,毛坯
5,30222元/平米,麓山国际逸翠谷,225平米,680万,4室3厅4卫,东,高层,精装修
6,32164元/平米,麓山国际圣安德鲁,342平米,1100万,5室4厅5卫,南,高层,毛坯
7,26247元/平米,麓山国际圣安德鲁,381平米,1000万,5室4厅5卫,东,高层,豪华装修
8,38877元/平米,麓山国际碧影溪,463平米,1800万,5室4厅5卫,南,高层,精装修
9,36923元/平米,麓山国际长岛,455平米,1680万,6室5厅6卫,东,高层,毛坯
10,15957元/平米,三利宅院白云渡,263.2平米,420万,4室3厅4卫,南,低层,精装修
11,14460元/平米,三利宅院白云渡,275.25平米,398万,4室3厅1卫,南,低层,毛坯
12,34642元/平米,麓山国际橡树坡,433平米,1500万,6室4厅5卫,东,高层,简装修
13,17006元/平米,南湖国际社区,83.5平米,142万,2室2厅1卫,东,高层,精装修
14,16239元/平米,南湖国际社区,117平米,190万,3室2厅2卫,东,低层,毛坯
15,74561元/平米,麓湖生态城云树,1140平米,8500万,7室5厅8卫,南北,中层,毛坯
16,17179元/平米,蜀郡一期,156平米,268万,4室2厅2卫,南北,高层,精装修
17,11417元/平米,和泓半山,254平米,290万,4室3厅4卫,南,低层,毛坯
18,16154元/平米,佳兆业君汇上品,130平米,210万,3室2厅2卫,南北,低层,毛坯
19,15099元/平米,南湖国际社区,177.5平米,268万,4室2厅3卫,西南,高层,简装修
20,13974元/平米,南湖国际社区二期,156平米,218万,4室2厅3卫,南,低层,毛坯
21,12069元/平米,合能枫丹铂麓,58平米,70万,4室2厅2卫,南北,中层,精装修
23,18667元/平米,恒大名都,75平米,140万,2室2厅1卫,南,中层,简装修
24,15377元/平米,南湖国际社区二期,134.62平米,207万,3室2厅2卫,东,中层,毛坯
25,16154元/平米,佳兆业君汇上品,130平米,210万,3室2厅2卫,东,低层,毛坯
26,15530元/平米,河畔新世界,132平米,205万,3室2厅1卫,西南,中层,毛坯
27,18333元/平米,双华麓港,72平米,132万,2室1厅1卫,东,高层,毛坯
28,16162元/平米,宏达世纪锦城,99平米,160万,3室2厅2卫,南,中层,毛坯
29,19749元/平米,河畔新世界,141.78平米,280万,4室2厅2卫,西南,高层,精装修
1,17619元/平米,宏达世纪锦城,84平米,148万,2室2厅1卫,南,低层,简装修
2,14375元/平米,成都玩家,96平米,138万,3室2厅2卫,南,低层,简装修
3,15625元/平米,海伦印象,96平米,150万,3室2厅1卫,南,中层,精装修
4,17280元/平米,恒大天府半岛,89.7平米,155万,2室2厅1卫,南,中层,简装修
5,17340元/平米,恒大天府半岛,94平米,163万,2室2厅1卫,南,中层,简装修
6,16735元/平米,恒大天府半岛,166.12平米,278万,4室2厅2卫,西南,中层,中装修
7,16667元/平米,宏达世纪锦城,78平米,130万,2室2厅1卫,南北,中层,简装修
8,14533元/平米,双华麓港,144.5平米,210万,4室2厅2卫,南北,高层,简装修
9,20140元/平米,新鸿基悦城,143平米,288万,3室2厅2卫,东北,中层,简装修
10,21894元/平米,新鸿基悦城,132平米,289万,3室2厅2卫,东北,中层,简装修
11,15625元/平米,新鸿基悦城,192平米,300万,4室2厅3卫,南北,中层,简装修
12,18981元/平米,新鸿基悦城,157平米,298万,3室2厅2卫,南,中层,简装修
13,19355元/平米,新鸿基悦城,155平米,300万,3室2厅2卫,南,中层,毛坯
14,17837元/平米,成都玩家,89.7平米,160万,3室2厅1卫,南北,低层,简装修
15,18734元/平米,河畔新世界,144.12平米,270万,3室2厅2卫,南,低层,简装修
16,17457元/平米,河畔新世界,166.12平米,290万,4室2厅2卫,西南,低层,简装修
17,20374元/平米,成都玩家,58.9平米,120万,2室1厅1卫,东南,中层,简装修
18,17067元/平米,恒大名都,75平米,128万,2室2厅1卫,北,高层,精装修
19,18581元/平米,河畔新世界,148平米,275万,3室2厅2卫,西南,高层,精装修
20,15849元/平米,恒大名都,106平米,168万,3室2厅2卫,东南,中层,精装修
21,15289元/平米,宏达世纪锦城,121平米,185万,3室2厅2卫,东南,中层,毛坯
22,15600元/平米,河畔新世界,125平米,195万,3室2厅1卫,东,高层,精装修
23,16452元/平米,宏达世纪锦城,124平米,204万,4室2厅2卫,南北,低层,精装修
24,18910元/平米,新鸿基悦城,156平米,295万,3室2厅2卫,西南,高层,毛坯
25,19024元/平米,河畔新世界,205平米,390万,5室2厅2卫,南,低层,简装修
26,17969元/平米,瑞升橡树林华府,64平米,115万,2室2厅1卫,东北,中层,简装修
27,17931元/平米,新鸿基悦城,145平米,260万,3室2厅2卫,东西,低层,简装修
28,21290元/平米,万科海悦汇城东区,62平米,132万,3室2厅2卫,东南,低层,简装修
29,17200元/平米,万科海悦汇城东区,125平米,215万,4室2厅2卫,南,低层,简装修
0,14773元/平米,锦官丽城亲水湾,132平米,195万,3室2厅2卫,南北,中层,精装修
1,12500元/平米,宏达世纪丽景,76平米,95万,2室1厅1卫,东北,高层,中装修
2,21311元/平米,麓山国际社区茵特拉肯,305平米,650万,5室3厅3卫,南,低层,豪华装修
3,18788元/平米,棕榈南岸,132平米,248万,3室2厅2卫,南北,低层,精装修
4,19143元/平米,棕榈南岸,140平米,268万,3室2厅2卫,南北,高层,豪华装修
5,16433元/平米,中海右岸,157平米,258万,4室2厅2卫,南,低层,毛坯
6,13942元/平米,麓山国际半月湾,208平米,290万,4室2厅1卫,东西,中层,毛坯
9,16923元/平米,蜀郡二期,130平米,220万,4室2厅2卫,南北,低层,精装修
10,20455元/平米,融创南湖逸家,66平米,135万,3室2厅1卫,南北,中层,精装修
11,13762元/平米,南湖国际社区二期,276.13平米,380万,4室2厅3卫,东,低层,简装修
12,20903元/平米,麓湖生态城蓝花屿,421平米,880万,5室3厅5卫,南,低层,毛坯
13,12784元/平米,黄金海岸,176平米,225万,3室2厅3卫,南北,高层,豪华装修
14,20000元/平米,麓山国际社区茵特拉肯,150平米,300万,4室2厅2卫,南北,中层,简装修
15,14444元/平米,麓山国际solo,45平米,65万,1室1厅1卫,西南,中层,精装修
19,20581元/平米,蔚蓝卡地亚,413平米,850万,5室3厅4卫,南,低层,毛坯
21,15000元/平米,三利宅院白云渡,340平米,510万,5室4厅4卫,南,低层,毛坯
22,15123元/平米,建发浅水湾,529平米,800万,4室3厅4卫,南,低层,毛坯
23,12887元/平米,建发浅水湾,582平米,750万,4室3厅4卫,南,低层,毛坯
24,29412元/平米,建发浅水湾,680平米,2000万,6室5厅6卫,南,低层,毛坯
25,18534元/平米,原乡,232平米,430万,4室3厅4卫,南,低层,豪华装修
0,17531元/平米,蜀郡一期,81平米,142万,2室2厅1卫,南北,高层,简装修
3,7590元/平米,华阳吉祥苑,184.45平米,140万,4室2厅2卫,南北,高层,中装修
5,20543元/平米,中海右岸,129平米,265万,4室2厅1卫,南,中层,毛坯
6,16809元/平米,鑫苑鑫都汇,74.96平米,126万,3室2厅1卫,南,低层,毛坯
7,16637元/平米,洛森堡新殿,113平米,188万,5室2厅2卫,南,中层,精装修
8,13148元/平米,洛森堡映山,108平米,142万,3室2厅2卫,南北,中层,毛坯
9,14013元/平米,中海右岸,157平米,220万,4室2厅2卫,西南,低层,毛坯
11,23488元/平米,佳兆业君汇上品,86平米,202万,4室2厅2卫,西北,高层,毛坯
12,17647元/平米,麓山国际社区茵特拉肯,170平米,300万,3室2厅2卫,东南,低层,简装修
13,12500元/平米,家益欣城,132平米,165万,3室2厅2卫,南,高层,毛坯
14,20767元/平米,蔚蓝卡地亚,626平米,1300万,4室4厅5卫,南,低层,毛坯
15,11887元/平米,棠湖泊林城,106平米,126万,3室2厅2卫,南,低层,毛坯
17,12105元/平米,戛纳湾畔,95平米,115万,2室2厅2卫,南北,低层,毛坯
18,14537元/平米,新鸿基悦城,205平米,298万,4室2厅2卫,南北,中层,毛坯
19,15119元/平米,双华麓港,111.12平米,168万,3室2厅2卫,南,中层,简装修
20,18269元/平米,青南美湾,52平米,95万,2室2厅1卫,西南,低层,毛坯
21,17320元/平米,蜀郡二期,97平米,168万,3室2厅1卫,南北,低层,中装修
22,14902元/平米,欧香小镇,201.31平米,300万,3室2厅2卫,南北,低层,毛坯
23,18176元/平米,保利叶语,121.04平米,220万,4室2厅2卫,东西,高层,简装修
24,14773元/平米,锦官丽城亲水湾,132平米,195万,3室2厅2卫,南北,中层,精装修
25,12500元/平米,宏达世纪丽景,76平米,95万,2室1厅1卫,东北,高层,中装修
26,21311元/平米,麓山国际社区茵特拉肯,305平米,650万,5室3厅3卫,南,低层,豪华装修
27,18788元/平米,棕榈南岸,132平米,248万,3室2厅2卫,南北,低层,精装修
28,19143元/平米,棕榈南岸,140平米,268万,3室2厅2卫,南北,高层,豪华装修
29,16433元/平米,中海右岸,157平米,258万,4室2厅2卫,南,低层,毛坯
0,18269元/平米,青南美湾,52平米,95万,2室2厅1卫,西南,低层,毛坯
1,17320元/平米,蜀郡二期,97平米,168万,3室2厅1卫,南北,低层,中装修
2,14902元/平米,欧香小镇,201.31平米,300万,3室2厅2卫,南北,低层,毛坯
3,18176元/平米,保利叶语,121.04平米,220万,4室2厅2卫,东西,高层,简装修
4,14773元/平米,锦官丽城亲水湾,132平米,195万,3室2厅2卫,南北,中层,精装修
5,12500元/平米,宏达世纪丽景,76平米,95万,2室1厅1卫,东北,高层,中装修
6,21311元/平米,麓山国际社区茵特拉肯,305平米,650万,5室3厅3卫,南,低层,豪华装修
7,18788元/平米,棕榈南岸,132平米,248万,3室2厅2卫,南北,低层,精装修
8,19143元/平米,棕榈南岸,140平米,268万,3室2厅2卫,南北,高层,豪华装修
9,16433元/平米,中海右岸,157平米,258万,4室2厅2卫,南,低层,毛坯
10,13942元/平米,麓山国际半月湾,208平米,290万,4室2厅1卫,东西,中层,毛坯
13,16923元/平米,蜀郡二期,130平米,220万,4室2厅2卫,南北,低层,精装修
14,20455元/平米,融创南湖逸家,66平米,135万,3室2厅1卫,南北,中层,精装修
15,13762元/平米,南湖国际社区二期,276.13平米,380万,4室2厅3卫,东,低层,简装修
16,20903元/平米,麓湖生态城蓝花屿,421平米,880万,5室3厅5卫,南,低层,毛坯
17,12784元/平米,黄金海岸,176平米,225万,3室2厅3卫,南北,高层,豪华装修
18,20000元/平米,麓山国际社区茵特拉肯,150平米,300万,4室2厅2卫,南北,中层,简装修
